DATE,TIME,BOROUGH,ZIP.CODE,LATITUDE,LONGITUDE,LOCATION,ON.STREET.NAME,CROSS.STREET.NAME,OFF.STREET.NAME,NUMBER.OF.PERSONS.INJURED,NUMBER.OF.PERSONS.KILLED,NUMBER.OF.PEDESTRIANS.INJURED,NUMBER.OF.PEDESTRIANS.KILLED,NUMBER.OF.CYCLIST.INJURED,NUMBER.OF.CYCLIST.KILLED,NUMBER.OF.MOTORIST.INJURED,NUMBER.OF.MOTORIST.KILLED,CONTRIBUTING.FACTOR.VEHICLE.1,CONTRIBUTING.FACTOR.VEHICLE.2,CONTRIBUTING.FACTOR.VEHICLE.3,CONTRIBUTING.FACTOR.VEHICLE.4,CONTRIBUTING.FACTOR.VEHICLE.5,UNIQUE.KEY,VEHICLE.TYPE.CODE.1,VEHICLE.TYPE.CODE.2,VEHICLE.TYPE.CODE.3,VEHICLE.TYPE.CODE.4,VEHICLE.TYPE.CODE.5,SLOWZONE,SPEED_HUMP,SIGNAL_TIMING,BIKE_PRIORITY,ENHANCED_CROSSING,LEAD_PEDESTRIAN_INTERVAL,LEFT_TURN_TRAFFIC_CALMING,NEIGHBORHOOD_SLOW_ZONE,SAFE_STREETS_FOR_SENIORS,SIP_INTERSECTIONS,SAFE_CORRIDORS,PRIORITY_CORRIDORS,PRIORITY_INTERSECTIONS,PRIORITY_ZONES,VZ,YEAR,MONTH,DAY_OF_WEEK,NBR_VZ_INITIATIVES,EPSILON,SAMPLES
2014-02-13,8:35,BROOKLYN,11213.0,40.6685062,-73.9256052,"(40.6685062, -73.9256052)",BUFFALO AVENUE                  ,EASTERN PARKWAY                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,175649,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,2014,2,3,5,0.1,10
2013-02-13,18:15,MANHATTAN,10018.0,40.755251,-73.9986609,"(40.755251, -73.9986609)",WEST 35 STREET                  ,10 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,18309,BUS,SMALL COM VEH(4 TIRES) ,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,2,2,1,0.1,10
2014-02-12,10:50,,,40.7560994,-73.7465393,"(40.7560994, -73.7465393)",,,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Fatigued/Drowsy,,,3080653,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2,2,0,0.1,10
2017-11-16,17:30,,,40.743214,-73.95135,"(40.743214, -73.95135)",PULASKI BRIDGE                  ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,3791485,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2017,11,3,2,0.1,10
2018-01-31,13:48,,,40.74947,-73.7564,"(40.74947, -73.7564)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,Unspecified,Unspecified,,3838381,PASSENGER VEHICLE,TK,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,1,2,0,0.1,10
2014-02-12,17:25,,,40.6819539,-73.8965145,"(40.6819539, -73.8965145)",,,,0,0,0,0,0,0,0,0,Lost Consciousness,Driver Inattention/Distraction,Driver Inattention/Distraction,,,2968470,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,2,2,1,0.1,10
2014-02-12,17:30,MANHATTAN,10025.0,40.7928576,-73.9675292,"(40.7928576, -73.9675292)",WEST 96 STREET                  ,COLUMBUS AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,59551,SPORT UTILITY / STATION WAGON,UNKNOWN,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2014,2,2,2,0.1,10
2017-10-26,16:15,,,40.61132,-74.114716,"(40.61132, -74.114716)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3781254,PICK-UP TRUCK,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,10,3,1,0.1,10
2017-05-23,16:00,QUEENS,11102.0,40.77035,-73.92744,"(40.77035, -73.92744)",,,29-15     21 STREET                     ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3676778,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2017,5,1,3,0.1,10
2013-10-10,6:40,BRONX,10466.0,40.8884565,-73.841962,"(40.8884565, -73.841962)",BAYCHESTER AVENUE               ,EAST 233 STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,98656,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,UNKNOWN,,,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2013,10,3,3,0.1,10
2014-02-12,4:30,MANHATTAN,10065.0,40.7665589,-73.96292829999999,"(40.7665589, -73.9629283)",3 AVENUE                        ,EAST 67 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,52049,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,,,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,2014,2,2,5,0.1,10
2014-02-12,8:55,QUEENS,11419.0,40.6921293,-73.83483309999998,"(40.6921293, -73.8348331)",ATLANTIC AVENUE                 ,111 STREET                      ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,208494,PASSENGER VEHICLE,BUS,UNKNOWN,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2014,2,2,2,0.1,10
2014-02-11,10:20,,,40.7132035,-73.9772191,"(40.7132035, -73.9772191)",,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,2837043,PASSENGER VEHICLE,TAXI,PASSENGER VEHICLE,TAXI,PASSENGER VEHICLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2,1,0,0.1,10
2017-02-04,6:00,,,40.747498,-73.762535,"(40.747498, -73.762535)",HORACE HARDING EXPRESSWAY       ,215 STREET,,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,Unspecified,Unspecified,,3609468,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,2,5,0,0.1,10
2014-02-11,14:40,,,40.6427022,-73.8765985,"(40.6427022, -73.8765985)",,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,2968472,PASSENGER VEHICLE,PASSENGER VEHICLE,UNKNOWN,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,2,1,1,0.1,10
2013-06-10,18:20,,,40.73779860000001,-73.8506909,"(40.7377986, -73.8506909)",,,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,Unspecified,,,3065567,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,PICK-UP TRUCK,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,6,0,1,0.1,10
2012-07-08,2:55,BROOKLYN,11233.0,40.6833031,-73.9172671,"(40.6833031, -73.9172671)",SARATOGA AVENUE                 ,DECATUR STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,182670,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2012,7,6,4,0.1,10
2017-07-24,0:15,BROOKLYN,11204.0,40.615185,-73.98366999999998,"(40.615185, -73.98367)",65 STREET                       ,21 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,Unspecified,Unspecified,,3717136,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2017,7,0,2,0.1,10
2014-02-11,16:45,BROOKLYN,11232.0,40.6633481,-73.9982843,"(40.6633481, -73.9982843)",3 AVENUE                        ,22 STREET                       ,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Unspecified,Unspecified,,159910,PASSENGER VEHICLE,BICYCLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2,1,1,0.1,10
2013-08-29,9:13,MANHATTAN,10019.0,40.76791710000001,-73.9857147,"(40.7679171, -73.9857147)",WEST 57 STREET                  ,9 AVENUE                        ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,42539,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,LIVERY VEHICLE,,,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,2013,8,3,6,0.1,10
2014-02-11,4:30,QUEENS,11101.0,40.74473320000001,-73.9335895,"(40.7447332, -73.9335895)",THOMSON AVENUE                  ,VANDAM STREET                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,245219,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,2,1,1,0.1,10
2014-02-11,9:15,MANHATTAN,10001.0,40.7521904,-73.9934636,"(40.7521904, -73.9934636)",8 AVENUE                        ,WEST 34 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,31790,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),VAN,,,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,2014,2,1,7,0.1,10
2014-02-10,12:25,QUEENS,11419.0,40.6948631,-73.818411,"(40.6948631, -73.818411)",95 AVENUE                       ,130 STREET                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,208471,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,2,0,1,0.1,10
2018-04-28,15:30,,,40.729996,-73.91187,"(40.729996, -73.91187)",LONG ISLAND EXPRESSWAY          ,,,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,Unspecified,,,3889898,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,4,5,0,0.1,10
2017-03-08,4:18,BROOKLYN,11207.0,40.65923,-73.89111,"(40.65923, -73.89111)",,,753       PENNSYLVANIA AVENUE           ,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,Unspecified,Unspecified,,3627944,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2017,3,2,3,0.1,10
2013-01-30,15:00,QUEENS,11435.0,40.7036749,-73.81395079999999,"(40.7036749, -73.8139508)",88 AVENUE                       ,139 STREET                      ,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Unspecified,,,210121,SPORT UTILITY / STATION WAGON,UNKNOWN,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,1,2,1,0.1,10
2014-02-09,15:30,,,40.5858421,-73.9378751,"(40.5858421, -73.9378751)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,2944203,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,2,6,1,0.1,10
2017-12-06,18:00,QUEENS,11417.0,40.68231,-73.84495,"(40.68231, -73.84495)",103 AVENUE                      ,WOODHAVEN BOULEVARD,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3804199,PASSENGER VEHICLE,PICK-UP TRUCK,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,12,2,0,0.1,10
2018-04-16,20:00,,,40.71143,-73.72845,"(40.71143, -73.72845)",CROSS ISLAND PARKWAY            ,,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,3881982,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,4,0,0,0.1,10
2014-02-09,18:00,BROOKLYN,11207.0,40.6527684,-73.88628979999999,"(40.6527684, -73.8862898)",PENNSYLVANIA AVENUE             ,FLATLANDS AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,170392,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2014,2,6,4,0.1,10
2012-08-03,15:10,BROOKLYN,11214.0,40.6071178,-73.98842140000002,"(40.6071178, -73.9884214)",BAY PARKWAY                     ,AVENUE P                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,121648,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2012,8,4,4,0.1,10
2014-02-09,22:20,MANHATTAN,10011.0,40.7464018,-74.0051067,"(40.7464018, -74.0051067)",10 AVENUE                       ,WEST 21 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,21290,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2,6,0,0.1,10
2016-05-06,12:54,BROOKLYN,11230.0,40.6125827,-73.96262490000002,"(40.6125827, -73.9626249)",                                ,                                ,1113 AVENUE O                           ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3436666,PASSENGER VEHICLE,PASSENGER VEHICLE,OTHER,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2016,5,4,2,0.1,10
2017-09-16,6:32,BRONX,10469.0,40.877033,-73.846375,"(40.877033, -73.846375)",EASTCHESTER ROAD                ,BOSTON ROAD,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3751594,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2017,9,5,2,0.1,10
2017-12-13,19:45,,,40.82751,-73.92495,"(40.82751, -73.92495)",EAST 161 STREET                 ,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3811334,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,2017,12,2,4,0.1,10
2014-10-20,14:40,BRONX,10467.0,40.8653725,-73.8625814,"(40.8653725, -73.8625814)",BOSTON ROAD                     ,MATTHEWS AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,2810731,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2014,10,0,2,0.1,10
2013-09-30,8:20,BROOKLYN,11230.0,40.6156202,-73.95958320000003,"(40.6156202, -73.9595832)",AVENUE N                        ,EAST 15 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,151029,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2013,9,0,2,0.1,10
2017-10-11,8:50,,,40.60493,-73.96684,"(40.60493, -73.96684)",OCEAN PARKWAY                   ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3767590,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,2017,10,2,4,0.1,10
2017-07-11,9:15,,,40.74206,-73.82453000000002,"(40.74206, -73.82453)",,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,,,3708897,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,7,1,0,0.1,10
2014-02-08,3:30,QUEENS,11421.0,40.6859635,-73.85652940000001,"(40.6859635, -73.8565294)",85 STREET                       ,ATLANTIC AVENUE                 ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,208450,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2014,2,5,3,0.1,10
2017-11-30,2:10,MANHATTAN,10034.0,40.863018,-73.917564,"(40.863018, -73.917564)",WEST 206 STREET                 ,9 AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3800234,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,11,3,0,0.1,10
2015-05-06,20:50,QUEENS,11372.0,40.7561462,-73.8797894,"(40.7561462, -73.8797894)",88 STREET                       ,NORTHERN BOULEVARD              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3215801,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,2015,5,2,9,0.1,10
2018-01-01,18:20,BROOKLYN,11207.0,40.680664,-73.902626,"(40.680664, -73.902626)",CONWAY STREET                   ,BUSHWICK AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3820863,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2018,1,0,2,0.1,10
2014-02-06,14:50,QUEENS,11368.0,40.758306,-73.85560840000002,"(40.758306, -73.8556084)",114 STREET                      ,NORTHERN BOULEVARD              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,284348,VAN,PASSENGER VEHICLE,VAN,,,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,2014,2,3,7,0.1,10
2018-03-23,16:10,BROOKLYN,11213.0,40.66925,-73.93944,"(40.66925, -73.93944)",EASTERN PARKWAY                 ,ALBANY AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3868715,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,2018,3,4,5,0.1,10
2018-02-02,18:25,,,40.800983,-73.92926999999997,"(40.800983, -73.92927)",TRIBOROUGH BRIDGE               ,,,2,0,0,0,0,0,2,0,Unsafe Lane Changing,Unspecified,Unspecified,,,3839842,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,2,4,0,0.1,10
2016-06-20,11:20,,,40.5965445,-74.0024648,"(40.5965445, -74.0024648)",                                ,                                ,                                        ,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,3466697,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,6,0,0,0.1,10
2013-12-27,15:14,MANHATTAN,10022.0,40.7622939,-73.9744569,"(40.7622939, -73.9744569)",5 AVENUE                        ,EAST 56 STREET                  ,,1,0,0,0,1,0,0,0,Other Vehicular,Prescription Medication,Unspecified,,,44118,TAXI,BICYCLE,PASSENGER VEHICLE,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2013,12,4,2,0.1,10
2014-01-11,23:05,,,40.7303695,-73.9138714,"(40.7303695, -73.9138714)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3046194,PASSENGER VEHICLE,PASSENGER VEHICLE,UNKNOWN,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1,5,0,0.1,10
2014-02-05,9:50,BROOKLYN,11213.0,40.66879779999999,-73.93112009999999,"(40.6687978, -73.9311201)",EASTERN PARKWAY                 ,UTICA AVENUE                    ,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Fatigued/Drowsy,Unspecified,,,175615,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,2014,2,2,6,0.1,10
2017-07-23,2:18,,,40.72839000000001,-73.83301999999998,"(40.72839, -73.83302)",,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3716433,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,7,6,0,0.1,10
2013-12-29,4:30,BROOKLYN,11238.0,40.6832674,-73.96586629999999,"(40.6832674, -73.9658663)",WAVERLY AVENUE                  ,FULTON STREET                   ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,193616,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2013,12,6,4,0.1,10
2014-02-04,12:30,BROOKLYN,11201.0,40.6936492,-73.9833217,"(40.6936492, -73.9833217)",FLATBUSH AVENUE EXTENSION       ,MYRTLE AVENUE                   ,,10,0,0,0,0,0,10,0,Physical Disability,Unspecified,Unspecified,,,191362,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,BUS,,,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,2014,2,1,6,0.1,10
2017-02-26,16:13,BROOKLYN,11235.0,40.590294,-73.952866,"(40.590294, -73.952866)",AVENUE Y                        ,EAST 17 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3622438,BICYCLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,2017,2,6,3,0.1,10
2014-02-04,9:25,BRONX,10458.0,40.8571285,-73.88079259999998,"(40.8571285, -73.8807926)",EAST FORDHAM ROAD               ,SOUTHERN BOULEVARD              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,102545,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2014,2,1,2,0.1,10
2017-10-07,23:50,BRONX,10467.0,40.88271,-73.88125600000002,"(40.88271, -73.881256)",JEROME AVENUE                   ,EAST GUN HILL ROAD,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,Unspecified,,,3768759,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,2017,10,5,4,0.1,10
2017-01-24,8:22,BROOKLYN,11236.0,40.629883,-73.895775,"(40.629883, -73.895775)",SEAVIEW AVENUE                  ,EAST 89 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,3604132,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,1,1,0,0.1,10
2017-03-05,20:00,QUEENS,11369.0,40.770332,-73.87601,"(40.770332, -73.87601)",,,94-00     DITMARS BOULEVARD             ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3626418,PASSENGER VEHICLE,PICK-UP TRUCK,PASSENGER VEHICLE,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2017,3,6,2,0.1,10
2014-02-03,16:00,BROOKLYN,11230.0,40.6241708,-73.9704715,"(40.6241708, -73.9704715)",AVENUE J                        ,OCEAN PARKWAY                   ,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,134718,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,2014,2,0,5,0.1,10
2017-04-21,1:22,BRONX,10467.0,40.87296,-73.87495,"(40.87296, -73.87495)",WEBSTER AVENUE                  ,EAST 205 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,,,3654992,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2017,4,4,2,0.1,10
2018-02-02,17:42,BROOKLYN,11230.0,40.624763,-73.96518,"(40.624763, -73.96518)",CONEY ISLAND AVENUE             ,AVENUE J,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,Unspecified,,,3840363,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,CONV,,,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,2018,2,4,6,0.1,10
2013-03-12,5:10,MANHATTAN,10014.0,40.7271556,-74.0055454,"(40.7271556, -74.0055454)",VARICK STREET                   ,CHARLTON STREET                 ,,0,0,0,0,0,0,0,0,Oversized Vehicle,Pavement Slippery,Unspecified,Unspecified,,2080,LARGE COM VEH(6 OR MORE TIRES),TAXI,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,3,1,0,0.1,10
2014-02-03,8:43,MANHATTAN,10128.0,40.7801727,-73.9550925,"(40.7801727, -73.9550925)",EAST 87 STREET                  ,LEXINGTON AVENUE                ,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,51947,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,LARGE COM VEH(6 OR MORE TIRES),,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,2,0,1,0.1,10
2014-02-03,9:10,BRONX,10457.0,40.8493727,-73.8957527,"(40.8493727, -73.8957527)",BATHGATE AVENUE                 ,EAST 179 STREET                 ,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,102536,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,2,0,2,0.1,10
