DATE,TIME,BOROUGH,ZIP.CODE,LATITUDE,LONGITUDE,LOCATION,ON.STREET.NAME,CROSS.STREET.NAME,OFF.STREET.NAME,NUMBER.OF.PERSONS.INJURED,NUMBER.OF.PERSONS.KILLED,NUMBER.OF.PEDESTRIANS.INJURED,NUMBER.OF.PEDESTRIANS.KILLED,NUMBER.OF.CYCLIST.INJURED,NUMBER.OF.CYCLIST.KILLED,NUMBER.OF.MOTORIST.INJURED,NUMBER.OF.MOTORIST.KILLED,CONTRIBUTING.FACTOR.VEHICLE.1,CONTRIBUTING.FACTOR.VEHICLE.2,CONTRIBUTING.FACTOR.VEHICLE.3,CONTRIBUTING.FACTOR.VEHICLE.4,CONTRIBUTING.FACTOR.VEHICLE.5,UNIQUE.KEY,VEHICLE.TYPE.CODE.1,VEHICLE.TYPE.CODE.2,VEHICLE.TYPE.CODE.3,VEHICLE.TYPE.CODE.4,VEHICLE.TYPE.CODE.5,SLOWZONE,SPEED_HUMP,SIGNAL_TIMING,BIKE_PRIORITY,ENHANCED_CROSSING,LEAD_PEDESTRIAN_INTERVAL,LEFT_TURN_TRAFFIC_CALMING,NEIGHBORHOOD_SLOW_ZONE,SAFE_STREETS_FOR_SENIORS,SIP_INTERSECTIONS,SAFE_CORRIDORS,PRIORITY_CORRIDORS,PRIORITY_INTERSECTIONS,PRIORITY_ZONES,VZ,YEAR,MONTH,DAY_OF_WEEK,NBR_VZ_INITIATIVES,EPSILON,SAMPLES
2018-03-14,5:45,,,40.5832,-73.97304,"(40.5832, -73.97304)",BELT PARKWAY                    ,,,3,0,0,0,0,0,3,0,Following Too Closely,Reaction to Other Uninvolved Vehicle,Following Too Closely,Driver Inattention/Distraction,Unspecified,3866356,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,3,2,0,0.1,10
2013-04-15,8:05,BROOKLYN,11225.0,40.664227200000006,-73.9454636,"(40.6642272, -73.9454636)",EMPIRE BOULEVARD                ,BROOKLYN AVENUE                 ,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,153902,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2013,4,0,2,0.1,10
2016-11-14,17:11,,,40.8304532,-73.8508917,"(40.8304532, -73.8508917)",,,,1,0,0,0,0,0,1,0,Following Too Closely,Following Too Closely,Unspecified,,,3560659,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,11,0,0,0.1,10
2017-06-17,8:15,BROOKLYN,11225.0,40.65994,-73.95347,"(40.65994, -73.95347)",ROGERS AVENUE                   ,MIDWOOD STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,,3693518,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2017,6,5,2,0.1,10
2014-02-02,5:30,,,40.741214,-73.8427593,"(40.741214, -73.8427593)",,,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,Unspecified,Unspecified,,3066056,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2,6,0,0.1,10
2014-02-02,8:50,BRONX,10468.0,40.859607,-73.907775,"(40.859607, -73.907775)",WEST 183 STREET                 ,UNIVERSITY AVENUE               ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,94664,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,2014,2,6,5,0.1,10
2018-01-26,8:39,,,40.772327,-73.94530999999998,"(40.772327, -73.94531)",FDR DRIVE                       ,,,2,0,0,0,0,0,2,0,Fell Asleep,Unspecified,Unspecified,,,3835294,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,1,4,0,0.1,10
2018-01-31,18:20,BROOKLYN,11236.0,40.646626,-73.90399000000002,"(40.646626, -73.90399)",ROCKAWAY PARKWAY                ,FARRAGUT ROAD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Passing or Lane Usage Improper,,,3838003,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2018,1,2,2,0.1,10
2014-02-01,17:50,BROOKLYN,11203.0,40.6492783,-73.9436055,"(40.6492783, -73.9436055)",SNYDER AVENUE                   ,BROOKLYN AVENUE                 ,,2,0,0,0,0,0,2,0,Prescription Medication,Fatigued/Drowsy,Unspecified,,,140476,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,2,5,1,0.1,10
2014-02-01,3:20,,,40.6086217,-74.1482289,"(40.6086217, -74.1482289)",,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,3108143,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2,5,0,0.1,10
2018-01-24,23:30,MANHATTAN,10075.0,40.77202,-73.956024,"(40.77202, -73.956024)",EAST 77 STREET                  ,2 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3834896,TAXI,TAXI,TAXI,,,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,2018,1,2,6,0.1,10
2017-04-23,11:00,,,40.764378,-73.81007,"(40.764378, -73.81007)",NORTHERN BOULEVARD              ,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,Unspecified,Unspecified,,3655973,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2017,4,6,4,0.1,10
2018-01-16,18:05,BRONX,10472.0,40.830612,-73.881584,"(40.830612, -73.881584)",,,1287      EVERGREEN AVENUE              ,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,,3831475,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,1,1,1,0.1,10
2017-02-24,14:10,,,40.66077,-73.91975,"(40.66077, -73.91975)",KINGS HIGHWAY                   ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3622160,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,2017,2,4,5,0.1,10
2018-01-26,6:20,,,40.82516500000001,-73.86699,"(40.825165, -73.86699)",BRUCKNER EXPRESSWAY             ,,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Following Too Closely,Following Too Closely,,,3835298,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,1,4,0,0.1,10
2013-12-09,6:20,MANHATTAN,10019.0,40.7667145,-73.9828775,"(40.7667145, -73.9828775)",WEST 57 STREET                  ,8 AVENUE                        ,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Backing Unsafely,Unspecified,,,43850,PASSENGER VEHICLE,PASSENGER VEHICLE,UNKNOWN,,,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,2013,12,0,7,0.1,10
2015-06-22,13:45,BRONX,10467.0,40.8846536,-73.86221970000003,"(40.8846536, -73.8622197)",,,3839 WHITE PLAINS ROAD                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3244179,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,2015,6,0,3,0.1,10
2018-04-28,18:00,QUEENS,11385.0,40.710266,-73.85969,"(40.710266, -73.85969)",,,73-14     WOODHAVEN BOULEVARD           ,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,,,3889899,TK,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,2018,4,5,3,0.1,10
2013-11-11,7:26,QUEENS,11373.0,40.7369781,-73.87840229999998,"(40.7369781, -73.8784023)",QUEENS BOULEVARD                ,REEDER STREET                   ,,1,2,0,2,0,0,1,0,Traffic Control Disregarded,Unspecified,Unspecified,,,258480,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,2013,11,0,6,0.1,10
2017-05-24,11:30,MANHATTAN,10021.0,40.76586500000001,-73.95742,"(40.765865, -73.95742)",EAST 69 STREET                  ,1 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Driver Inattention/Distraction,,,3677898,PASSENGER VEHICLE,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,2017,5,2,5,0.1,10
2013-07-01,17:45,QUEENS,11358.0,40.7537655,-73.8048849,"(40.7537655, -73.8048849)",162 STREET                      ,46 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,251067,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7,0,0,0.1,10
2014-01-30,8:05,BROOKLYN,11226.0,40.6510048,-73.9643548,"(40.6510048, -73.9643548)",CATON AVENUE                    ,EAST 17 STREET                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,152044,PASSENGER VEHICLE,PASSENGER VEHICLE,UNKNOWN,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,1,3,1,0.1,10
2013-11-30,20:15,,,40.7552245,-73.9613401,"(40.7552245, -73.9613401)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,2841003,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11,5,0,0.1,10
2018-01-13,5:00,,,40.672226,-73.94471999999998,"(40.672226, -73.94472)",STERLING PLACE                  ,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3833437,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2018,1,5,3,0.1,10
2018-01-19,23:40,,,40.78296,-73.94403,"(40.78296, -73.94403)",ROOSEVELT DRIVE                 ,EAST 96 STREET,,3,0,0,0,0,0,3,0,Alcohol Involvement,Unspecified,Unspecified,,,3837321,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,1,4,0,0.1,10
2012-11-25,4:45,,,40.8191594,-73.96036720000002,"(40.8191594, -73.9603672)",,,,5,0,0,0,0,0,5,0,Fatigued/Drowsy,Fatigued/Drowsy,Unspecified,,,2866500,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,11,6,0,0.1,10
2017-04-14,4:51,BROOKLYN,11236.0,40.6481,-73.91474000000002,"(40.6481, -73.91474)",REMSEN AVENUE                   ,DITMAS AVENUE,,3,0,1,0,0,0,2,0,Unsafe Speed,Failure to Yield Right-of-Way,Unspecified,,,3659045,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2017,4,4,2,0.1,10
2017-05-20,16:34,BROOKLYN,11203.0,40.65289,-73.94528000000003,"(40.65289, -73.94528)",,,380       LINDEN BOULEVARD              ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3674913,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2017,5,5,3,0.1,10
2014-01-29,5:15,BRONX,10466.0,40.8966893,-73.84510379999998,"(40.8966893, -73.8451038)",BAYCHESTER AVENUE               ,PITMAN AVENUE                   ,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Unspecified,,,99505,UNKNOWN,UNKNOWN,UNKNOWN,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,1,2,1,0.1,10
2012-12-06,14:00,BROOKLYN,11236.0,40.6524367,-73.9118166,"(40.6524367, -73.9118166)",AVENUE B                        ,EAST 96 STREET                  ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,Unspecified,,,136489,SPORT UTILITY / STATION WAGON,VAN,UNKNOWN,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2012,12,3,2,0.1,10
2017-09-13,4:40,,,40.743427,-73.775475,"(40.743427, -73.775475)",,,,2,0,0,0,0,0,2,0,Outside Car Distraction,Unspecified,Unspecified,Unspecified,,3748848,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,9,2,0,0.1,10
2017-08-08,12:30,BROOKLYN,11203.0,40.637455,-73.92886,"(40.637455, -73.92886)",FARRAGUT ROAD                   ,UTICA AVENUE,,4,0,2,0,0,0,2,0,Unsafe Speed,Unspecified,Unspecified,,,3727841,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,2017,8,1,5,0.1,10
2013-04-05,23:28,BROOKLYN,11236.0,40.63710800000001,-73.8933748,"(40.637108, -73.8933748)",ROCKAWAY PARKWAY                ,AVENUE M                        ,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Unspecified,,,145920,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,4,4,1,0.1,10
2014-01-28,8:40,BROOKLYN,11203.0,40.6581196,-73.93399649999998,"(40.6581196, -73.9339965)",WINTHROP STREET                 ,SCHENECTADY AVENUE              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,155561,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2014,1,1,3,0.1,10
2014-01-27,10:30,MANHATTAN,10027.0,40.807611,-73.9530403,"(40.807611, -73.9530403)",8 AVENUE                        ,WEST 121 STREET                 ,,0,0,0,0,0,0,0,0,Prescription Medication,Other Vehicular,Unspecified,,,64887,PASSENGER VEHICLE,PASSENGER VEHICLE,VAN,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1,0,0,0.1,10
2014-01-27,15:05,BROOKLYN,11218.0,40.64330560000001,-73.97409520000002,"(40.6433056, -73.9740952)",OCEAN PARKWAY                   ,BEVERLY ROAD                    ,,0,0,0,0,0,0,0,0,Outside Car Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,134644,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,2014,1,0,4,0.1,10
2014-01-27,17:00,,,40.7354542,-73.91703709999999,"(40.7354542, -73.9170371)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3046248,VAN,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1,0,0,0.1,10
2013-07-15,17:55,,,40.6224169,-73.89647420000001,"(40.6224169, -73.8964742)",,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inexperience,Unspecified,Unspecified,Unspecified,2960233,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7,0,0,0.1,10
2014-01-27,19:40,BROOKLYN,11213.0,40.6774132,-73.9303181,"(40.6774132, -73.9303181)",UTICA AVENUE                    ,ATLANTIC AVENUE                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,175568,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,2014,1,0,8,0.1,10
2014-01-26,0:05,MANHATTAN,10017.0,40.7514411,-73.9739594,"(40.7514411, -73.9739594)",EAST 43 STREET                  ,3 AVENUE                        ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,37294,PASSENGER VEHICLE,BICYCLE,SPORT UTILITY / STATION WAGON,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2014,1,6,3,0.1,10
2018-04-10,15:00,BRONX,10460.0,40.839226,-73.87709,"(40.839226, -73.87709)",,,1120      WYATT STREET                  ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3878716,TK,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2018,4,1,1,0.1,10
2018-03-16,11:00,,,40.69382,-73.72694,"(40.69382, -73.72694)",CROSS ISLAND PARKWAY            ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,3864088,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,PASSENGER VEHICLE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,3,4,0,0.1,10
2014-01-26,4:00,QUEENS,11101.0,40.7516035,-73.9338317,"(40.7516035, -73.9338317)",NORTHERN BOULEVARD              ,31 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,278893,UNKNOWN,TAXI,TAXI,,,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2014,1,6,4,0.1,10
2014-01-25,0:35,BROOKLYN,11228.0,40.61897310000001,-74.0052266,"(40.6189731, -74.0052266)",14 AVENUE                       ,BAY RIDGE PARKWAY               ,,5,0,0,0,0,0,5,0,Unspecified,Unspecified,Unspecified,Unspecified,,125363,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1,5,0,0.1,10
2014-01-25,14:07,,,40.8995516,-73.8921248,"(40.8995516, -73.8921248)",,,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Unspecified,,,2934663,PASSENGER VEHICLE,PASSENGER VEHICLE,OTHER,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1,5,0,0.1,10
2017-04-22,4:50,BROOKLYN,11226.0,40.63969,-73.95321,"(40.63969, -73.95321)",EAST 25 STREET                  ,NEWKIRK AVENUE,,0,0,0,0,0,0,0,0,Animals Action,Unspecified,Unspecified,,,3657109,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2017,4,5,2,0.1,10
2013-07-15,10:27,BROOKLYN,11219.0,40.6385981,-73.9919902,"(40.6385981, -73.9919902)",12 AVENUE                       ,45 STREET                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,Unspecified,,132957,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2013,7,0,3,0.1,10
2013-09-06,13:05,QUEENS,11103.0,40.7654813,-73.91369940000001,"(40.7654813, -73.9136994)",STEINWAY STREET                 ,28 AVENUE                       ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,277317,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013,9,4,1,0.1,10
2014-01-25,5:01,MANHATTAN,10002.0,40.7204773,-73.98971850000002,"(40.7204773, -73.9897185)",ALLEN STREET                    ,RIVINGTON STREET                ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,Unspecified,,,13752,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2014,1,5,3,0.1,10
2014-01-25,6:50,BROOKLYN,11234.0,40.5965113,-73.9078755,"(40.5965113, -73.9078755)",FLATBUSH AVENUE                 ,SHORE PARKWAY                   ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,129434,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2014,1,5,2,0.1,10
2013-08-17,5:20,BRONX,10472.0,40.82691629999999,-73.8720302,"(40.8269163, -73.8720302)",METCALF AVENUE                  ,WATSON AVENUE                   ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,83680,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2013,8,5,1,0.1,10
2014-01-24,10:00,QUEENS,11434.0,40.6596509,-73.7738282,"(40.6596509, -73.7738282)",ROCKAWAY BOULEVARD              ,FARMERS BOULEVARD               ,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,Unspecified,,,227301,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1,4,0,0.1,10
2018-04-25,21:06,,,40.72025,-73.834305,"(40.72025, -73.834305)",GRAND CENTRAL PKWY              ,,,2,0,0,0,0,0,2,0,Following Too Closely,Following Too Closely,Unspecified,,,3888116,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,4,2,0,0.1,10
2018-03-17,17:30,,,40.744892,-73.77022,"(40.744892, -73.77022)",LONG ISLAND EXPRESSWAY          ,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,Unspecified,,,3864322,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,3,5,0,0.1,10
2017-01-19,16:05,BROOKLYN,11228.0,40.626293,-74.01572,"(40.626293, -74.01572)",74 STREET                       ,FORT HAMILTON PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3601552,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,1,3,1,0.1,10
2013-03-11,21:00,MANHATTAN,10017.0,40.7572855,-73.9781153,"(40.7572855, -73.9781153)",5 AVENUE                        ,WEST 48 STREET                  ,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Fatigued/Drowsy,Other Vehicular,,,40568,TAXI,TAXI,TAXI,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2013,3,0,2,0.1,10
2015-05-04,2:30,QUEENS,11377.0,40.7431379,-73.9158467,"(40.7431379, -73.9158467)",ROOSEVELT AVENUE                ,49 STREET                       ,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,Unspecified,,,3215146,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,2015,5,0,8,0.1,10
2017-07-04,15:25,BROOKLYN,11226.0,40.650192,-73.95581,"(40.650192, -73.95581)",,,2201      BEDFORD AVENUE                ,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,3709950,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2017,7,1,3,0.1,10
2013-12-17,20:30,,,40.63580820000001,-74.01761440000001,"(40.6358082, -74.0176144)",,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,2957913,PASSENGER VEHICLE,OTHER,PASSENGER VEHICLE,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2013,12,1,2,0.1,10
2014-01-23,19:40,BROOKLYN,11216.0,40.6835816,-73.9539533,"(40.6835816, -73.9539533)",BEDFORD AVENUE                  ,PUTNAM AVENUE                   ,,0,0,0,0,0,0,0,0,Illness,Unspecified,Unspecified,,,182392,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2014,1,3,3,0.1,10
2014-01-23,23:45,,,40.7404542,-73.8443632,"(40.7404542, -73.8443632)",,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Unspecified,,,3090570,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1,3,0,0.1,10
2014-01-23,23:55,,,40.835811,-73.94944620000003,"(40.835811, -73.9494462)",,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,Unspecified,,2873481,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1,3,0,0.1,10
2014-01-23,8:30,QUEENS,11375.0,40.709731,-73.846303,"(40.709731, -73.846303)",72 DRIVE                        ,METROPOLITAN AVENUE             ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,267779,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2014,1,3,3,0.1,10
2016-05-23,21:35,MANHATTAN,10123.0,40.7513586,-73.990367,"(40.7513586, -73.990367)",                                ,                                ,450 7 AVENUE                            ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3445567,OTHER,PASSENGER VEHICLE,PASSENGER VEHICLE,,,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,2016,5,0,5,0.1,10
