DATE,TIME,BOROUGH,ZIP.CODE,LATITUDE,LONGITUDE,LOCATION,ON.STREET.NAME,CROSS.STREET.NAME,OFF.STREET.NAME,NUMBER.OF.PERSONS.INJURED,NUMBER.OF.PERSONS.KILLED,NUMBER.OF.PEDESTRIANS.INJURED,NUMBER.OF.PEDESTRIANS.KILLED,NUMBER.OF.CYCLIST.INJURED,NUMBER.OF.CYCLIST.KILLED,NUMBER.OF.MOTORIST.INJURED,NUMBER.OF.MOTORIST.KILLED,CONTRIBUTING.FACTOR.VEHICLE.1,CONTRIBUTING.FACTOR.VEHICLE.2,CONTRIBUTING.FACTOR.VEHICLE.3,CONTRIBUTING.FACTOR.VEHICLE.4,CONTRIBUTING.FACTOR.VEHICLE.5,UNIQUE.KEY,VEHICLE.TYPE.CODE.1,VEHICLE.TYPE.CODE.2,VEHICLE.TYPE.CODE.3,VEHICLE.TYPE.CODE.4,VEHICLE.TYPE.CODE.5,SLOWZONE,SPEED_HUMP,SIGNAL_TIMING,BIKE_PRIORITY,ENHANCED_CROSSING,LEAD_PEDESTRIAN_INTERVAL,LEFT_TURN_TRAFFIC_CALMING,NEIGHBORHOOD_SLOW_ZONE,SAFE_STREETS_FOR_SENIORS,SIP_INTERSECTIONS,SAFE_CORRIDORS,PRIORITY_CORRIDORS,PRIORITY_INTERSECTIONS,PRIORITY_ZONES,VZ,YEAR,MONTH,DAY_OF_WEEK,EPSILON,SAMPLES,NBR_VZ_INITIATIVES
2014-02-03,23:50,MANHATTAN,10128.0,40.7858664,-73.9509287,"(40.7858664, -73.9509287)",EAST 96 STREET                  ,LEXINGTON AVENUE                ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,51958,SPORT UTILITY / STATION WAGON,BICYCLE,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2014,2,0,0.2,70,1
2013-01-13,13:35,BROOKLYN,11226.0,40.6399295,-73.9493822,"(40.6399295, -73.9493822)",NEWKIRK AVENUE                  ,EAST 29 STREET                  ,,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,136848,PASSENGER VEHICLE,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2013,1,6,0.2,70,3
2017-07-01,17:05,,,40.709442,-73.9607,"(40.709442, -73.9607)",BROADWAY                        ,ROEBLING STREET,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3702670,BICYCLE,PASSENGER VEHICLE,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2017,7,5,0.2,70,3
2017-12-04,12:33,MANHATTAN,10030.0,40.822834,-73.941925,"(40.822834, -73.941925)",WEST 145 STREET                 ,8 AVENUE,,1,0,1,0,0,0,0,0,Traffic Control Disregarded,,,,,3805811,SPORT UTILITY / STATION WAGON,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,12,0,0.2,70,0
2017-12-22,21:00,MANHATTAN,10034.0,40.865685,-73.92028,"(40.865685, -73.92028)",,,221       SHERMAN AVENUE                ,1,0,1,0,0,0,0,0,,,,,,3817023,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,12,4,0.2,70,0
2013-12-23,17:30,BROOKLYN,11203.0,40.6566109,-73.9309021,"(40.6566109, -73.9309021)",CLARKSON AVENUE                 ,UTICA AVENUE                    ,,1,0,1,0,0,0,0,0,Unspecified,,,,,140132,PASSENGER VEHICLE,,,,,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,2013,12,0,0.2,70,8
2017-12-15,15:52,MANHATTAN,10075.0,40.77427700000001,-73.959404,"(40.774277, -73.959404)",LEXINGTON AVENUE                ,EAST 78 STREET,,1,0,1,0,0,0,0,0,Driver Inexperience,,,,,3809690,SPORT UTILITY / STATION WAGON,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2017,12,4,0.2,70,2
2017-12-03,12:10,,,40.73384,-74.00121,"(40.73384, -74.00121)",GROVE STREET                    ,,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,3802356,PASSENGER VEHICLE,BICYCLE,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2017,12,6,0.2,70,2
2013-11-03,12:50,BRONX,10459.0,40.8205623,-73.8998589,"(40.8205623, -73.8998589)",WESTCHESTER AVENUE              ,HEWITT PLACE                    ,,1,0,1,0,0,0,0,0,Unspecified,,,,,78112,SPORT UTILITY / STATION WAGON,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,11,6,0.2,70,1
2013-11-01,7:00,QUEENS,11368.0,40.74926370000001,-73.86845840000002,"(40.7492637, -73.8684584)",97 STREET                       ,ROOSEVELT AVENUE                ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,283569,UNKNOWN,BICYCLE,,,,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,2013,11,4,0.2,70,7
2013-10-27,18:20,BROOKLYN,11211.0,40.7063596,-73.95191059999998,"(40.7063596, -73.9519106)",BROADWAY                        ,PENN STREET                     ,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,197127,PASSENGER VEHICLE,BICYCLE,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2013,10,6,0.2,70,3
2016-04-16,16:25,QUEENS,11103.0,40.764201,-73.9156721,"(40.764201, -73.9156721)",                                ,                                ,38-12 30 AVENUE                         ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3429086,PASSENGER VEHICLE,BICYCLE,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2016,4,5,0.2,70,1
2013-10-07,15:30,BROOKLYN,11233.0,40.6781714,-73.92269940000001,"(40.6781714, -73.9226994)",HERKIMER STREET                 ,COLUMBUS PLACE                  ,,1,0,1,0,0,0,0,0,Unspecified,,,,,184009,SPORT UTILITY / STATION WAGON,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2013,10,0,0.2,70,3
2017-04-10,9:26,BROOKLYN,11229.0,40.60965,-73.95624000000002,"(40.60965, -73.95624)",,,1720      KINGS HIGHWAY                 ,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3649718,SPORT UTILITY / STATION WAGON,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2017,4,0,0.2,70,3
2013-09-19,16:50,MANHATTAN,10029.0,40.7915708,-73.9467714,"(40.7915708, -73.9467714)",LEXINGTON AVENUE                ,EAST 105 STREET                 ,,1,0,1,0,0,0,0,0,Other Vehicular,,,,,56958,PASSENGER VEHICLE,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,9,3,0.2,70,1
2016-10-28,5:10,BROOKLYN,11225.0,40.66218350000001,-73.9617536,"(40.6621835, -73.9617536)",,,495       FLATBUSH AVENUE               ,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3552827,PASSENGER VEHICLE,,,,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2016,10,4,0.2,70,3
2013-09-06,17:45,BROOKLYN,11211.0,40.7153053,-73.9604353,"(40.7153053, -73.9604353)",BEDFORD AVENUE                  ,METROPOLITAN AVENUE             ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,196776,PASSENGER VEHICLE,BICYCLE,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,9,4,0.2,70,0
2013-01-30,14:40,MANHATTAN,10005.0,40.7067235,-74.0067808,"(40.7067235, -74.0067808)",MAIDEN LANE                     ,PEARL STREET                    ,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,1767,PASSENGER VEHICLE,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,1,2,0.2,70,1
2013-08-25,15:00,BRONX,10452.0,40.8351,-73.9194562,"(40.8351, -73.9194562)",EAST 167 STREET                 ,WALTON AVENUE                   ,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,87530,SPORT UTILITY / STATION WAGON,,,,,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,2013,8,6,0.2,70,5
2013-07-07,16:00,BRONX,10454.0,40.80843220000001,-73.9233717,"(40.8084322, -73.9233717)",EAST 137 STREET                 ,WILLIS AVENUE                   ,,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,74747,PASSENGER VEHICLE,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2013,7,6,0.2,70,2
2013-06-24,12:00,QUEENS,11374.0,40.73018070000001,-73.8624706,"(40.7301807, -73.8624706)",QUEENS BOULEVARD                ,JUNCTION BOULEVARD              ,,1,0,1,0,0,0,0,0,Unspecified,,,,,266316,PASSENGER VEHICLE,,,,,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,2013,6,0,0.2,70,5
2016-06-14,2:15,MANHATTAN,10026.0,40.8047954,-73.9541801,"(40.8047954, -73.9541801)",                                ,                                ,276 WEST 117 STREET                     ,1,0,1,0,0,0,0,0,Unspecified,,,,,3468677,PASSENGER VEHICLE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,6,1,0.2,70,0
2016-08-20,11:08,BROOKLYN,11216.0,40.6800028,-73.9425664,"(40.6800028, -73.9425664)",,,1452      FULTON STREET                 ,1,0,1,0,0,0,0,0,Traffic Control Disregarded,,,,,3533233,BICYCLE,,,,,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,2016,8,5,0.2,70,5
2016-12-15,17:15,QUEENS,11104.0,40.7422506,-73.9186662,"(40.7422506, -73.9186662)",,,46-10     GREENPOINT AVENUE             ,1,0,1,0,0,0,0,0,Unspecified,,,,,3580951,TAXI,,,,,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,2016,12,3,0.2,70,4
2017-04-21,15:00,BROOKLYN,11235.0,40.58718,-73.95319,"(40.58718, -73.95319)",,,1536      SHEEPSHEAD BAY ROAD           ,1,0,1,0,0,0,0,0,Unspecified,,,,,3655475,PASSENGER VEHICLE,,,,,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,2017,4,4,0.2,70,3
2013-01-12,15:10,BROOKLYN,11221.0,40.68992460000001,-73.9228083,"(40.6899246, -73.9228083)",LINDEN STREET                   ,BROADWAY                        ,,1,0,1,0,0,0,0,0,Unspecified,,,,,185567,PASSENGER VEHICLE,,,,,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2013,1,5,0.2,70,4
2016-07-11,13:20,QUEENS,11355.0,40.7559734,-73.8335667,"(40.7559734, -73.8335667)",                                ,                                ,41-12 COLLEGE POINT BOULEVARD           ,1,0,1,0,0,0,0,0,Unspecified,,,,,3478646,PASSENGER VEHICLE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2016,7,0,0.2,70,1
2017-12-06,13:14,BROOKLYN,11207.0,40.676506,-73.89805600000003,"(40.676506, -73.898056)",,,41        SHEFFIELD AVENUE              ,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3804915,PASSENGER VEHICLE,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2017,12,2,0.2,70,3
2017-11-28,18:00,BROOKLYN,11223.0,40.609077,-73.9622,"(40.609077, -73.9622)",,,1973      CONEY ISLAND AVENUE           ,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3799188,TAXI,,,,,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,2017,11,1,0.2,70,6
2017-11-18,16:10,MANHATTAN,10023.0,40.77907,-73.98274,"(40.77907, -73.98274)",,,218       WEST 72 STREET                ,1,0,1,0,0,0,0,0,Turning Improperly,,,,,3792949,PASSENGER VEHICLE,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2017,11,5,0.2,70,1
2017-11-13,6:40,BROOKLYN,11220.0,40.637856,-74.00887,"(40.637856, -74.00887)",,,751       57 STREET                     ,1,0,1,0,0,0,0,0,Unspecified,,,,,3789111,BICYCLE,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2017,11,0,0.2,70,2
2016-06-17,11:50,MANHATTAN,10031.0,40.8262867,-73.94804079999999,"(40.8262867, -73.9480408)",                                ,                                ,526 WEST 146 STREET                     ,1,0,1,0,0,0,0,0,Unspecified,,,,,3465675,PICK-UP TRUCK,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2016,6,4,0.2,70,2
2017-08-19,10:40,,,40.76821500000001,-73.95701,"(40.768215, -73.95701)",EAST 72 STREET                  ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3734163,BICYCLE,PICK-UP TRUCK,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2017,8,5,0.2,70,2
2017-03-24,19:08,BRONX,10467.0,40.882,-73.88206,"(40.882, -73.88206)",,,3468      JEROME AVENUE                 ,1,0,1,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3638741,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,3,4,0.2,70,1
2017-01-18,14:00,BROOKLYN,11205.0,40.69368400000001,-73.955956,"(40.693684, -73.955956)",,,883       BEDFORD AVENUE                ,1,0,2,0,0,0,0,0,View Obstructed/Limited,,,,,3600944,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2017,1,2,0.2,70,1
2016-11-07,2:11,BROOKLYN,11208.0,40.6807769,-73.87891579999999,"(40.6807769, -73.8789158)",,,220       NORWOOD AVENUE                ,1,0,1,0,0,0,0,0,Unspecified,,,,,3555565,TAXI,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2016,11,0,0.2,70,1
2015-12-12,12:20,BROOKLYN,11216.0,40.68438010000001,-73.9470156,"(40.6843801, -73.9470156)",PUTNAM AVENUE                   ,MARCY AVENUE                    ,,1,0,1,0,0,0,0,0,Unspecified,,,,,3352796,UNKNOWN,,,,,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,2015,12,5,0.3,70,5
2014-02-05,7:20,MANHATTAN,10022.0,40.7616682,-73.9749156,"(40.7616682, -73.9749156)",5 AVENUE                        ,EAST 55 STREET                  ,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,44549,SPORT UTILITY / STATION WAGON,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2014,2,2,0.3,70,2
2013-05-23,13:50,BROOKLYN,11218.0,40.6428453,-73.9782501,"(40.6428453, -73.9782501)",BEVERLY ROAD                    ,EAST 2 STREET                   ,,1,0,1,0,0,0,0,0,Prescription Medication,Unspecified,Unspecified,,,132537,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,5,3,0.3,70,1
2013-12-04,17:30,QUEENS,11432.0,40.7048474,-73.80111120000002,"(40.7048474, -73.8011112)",PARSONS BOULEVARD               ,90 AVENUE                       ,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,212370,SPORT UTILITY / STATION WAGON,,,,,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2013,12,2,0.3,70,4
2017-02-14,0:20,,,40.759327,-73.82597,"(40.759327, -73.82597)",41 AVENUE                       ,,,1,0,1,0,0,0,0,0,Unspecified,,,,,3615067,SPORT UTILITY / STATION WAGON,,,,,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,2017,2,1,0.3,70,7
2017-06-07,13:30,BRONX,10457.0,40.83856,-73.90505999999998,"(40.83856, -73.90506)",,,1506      BROOK AVENUE                  ,2,0,1,0,0,0,1,0,Backing Unsafely,Unspecified,,,,3685938,SPORT UTILITY / STATION WAGON,TAXI,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,6,2,0.3,70,1
2017-04-26,22:15,BROOKLYN,11229.0,40.605015,-73.95946500000002,"(40.605015, -73.959465)",,,1815      EAST 13 STREET                ,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3663195,PASSENGER VEHICLE,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2017,4,2,0.3,70,2
2013-11-07,15:10,QUEENS,11373.0,40.7468662,-73.8771572,"(40.7468662, -73.8771572)",ELBERTSON STREET                ,ELMHURST AVENUE                 ,,1,0,1,0,0,0,0,0,Physical Disability,,,,,258447,UNKNOWN,,,,,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,2013,11,3,0.3,70,5
2017-11-07,21:40,,,40.7632,-73.92109,"(40.7632, -73.92109)",34 STREET                       ,,,1,0,1,0,0,0,0,0,Driver Inexperience,,,,,3785596,BICYCLE,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2017,11,1,0.3,70,1
2017-01-23,17:43,MANHATTAN,10034.0,40.864605,-73.92325,"(40.864605, -73.92325)",,,150       SHERMAN AVENUE                ,0,1,0,1,0,0,0,0,Unspecified,,,,,3603741,SPORT UTILITY / STATION WAGON,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,1,0,0.3,70,0
2017-03-24,11:00,BROOKLYN,11235.0,40.58778,-73.95238,"(40.58778, -73.95238)",,,2615      EAST 17 STREET                ,1,0,0,0,1,0,0,0,Turning Improperly,Unspecified,,,,3639488,BICYCLE,PASSENGER VEHICLE,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2017,3,4,0.3,70,2
2018-02-09,12:50,,,40.74478,-73.93262,"(40.74478, -73.93262)",QUEENS BOULEVARD                ,32 PLACE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3843893,SPORT UTILITY / STATION WAGON,BICYCLE,,,,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2018,2,4,0.3,70,3
2014-04-07,20:50,BRONX,10467.0,40.8654483,-73.86634129999999,"(40.8654483, -73.8663413)",CRUGER AVENUE                   ,ALLERTON AVENUE                 ,,1,0,1,0,0,0,0,0,Unspecified,,,,,317051,UNKNOWN,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,4,0,0.3,70,1
2013-04-17,14:10,BROOKLYN,11207.0,40.6665807,-73.8925239,"(40.6665807, -73.8925239)",VERMONT STREET                  ,DUMONT AVENUE                   ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,166708,SPORT UTILITY / STATION WAGON,BICYCLE,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2013,4,2,0.3,70,3
2018-02-28,9:15,,,40.753643,-73.90767,"(40.753643, -73.90767)",BROADWAY                        ,,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3853832,BICYCLE,TAXI,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2018,2,2,0.3,70,1
2013-11-08,19:40,BROOKLYN,11236.0,40.6432155,-73.9030546,"(40.6432155, -73.9030546)",EAST 95 STREET                  ,CONKLIN AVENUE                  ,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,146913,PASSENGER VEHICLE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11,4,0.3,70,0
2014-03-07,19:30,BROOKLYN,11209.0,40.6321675,-74.02452059999997,"(40.6321675, -74.0245206)",4 AVENUE                        ,73 STREET                       ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,144656,SPORT UTILITY / STATION WAGON,BICYCLE,,,,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,2014,3,4,0.3,70,6
2014-09-22,15:07,BROOKLYN,11208.0,40.6808247,-73.87487759999998,"(40.6808247, -73.8748776)",ATLANTIC AVENUE                 ,CHESTNUT STREET                 ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,1030211,PASSENGER VEHICLE,BICYCLE,,,,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2014,9,0,0.3,70,4
2012-11-20,16:40,BROOKLYN,11222.0,40.7273845,-73.9518233,"(40.7273845, -73.9518233)",LEONARD STREET                  ,MESEROLE AVENUE                 ,,1,0,1,0,0,0,0,0,Unspecified,,,,,198832,SPORT UTILITY / STATION WAGON,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2012,11,1,0.3,70,1
2017-10-21,23:00,,,40.613274,-73.98212,"(40.613274, -73.98212)",BAY PARKWAY                     ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3773902,BICYCLE,PASSENGER VEHICLE,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2017,10,5,0.3,70,2
2014-03-17,18:00,QUEENS,11691.0,40.6047828,-73.7539979,"(40.6047828, -73.7539979)",MOTT AVENUE                     ,BEACH 22 STREET                 ,,1,0,1,0,0,0,0,0,Unspecified,,,,,306522,PASSENGER VEHICLE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,3,0,0.3,70,0
2017-11-24,11:05,,,40.601948,-73.99382,"(40.601948, -73.99382)",86 STREET                       ,,,1,0,1,0,0,0,0,0,Unspecified,,,,,3796415,PASSENGER VEHICLE,,,,,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,2017,11,4,0.3,70,6
2013-09-29,10:35,QUEENS,11375.0,40.7223073,-73.84413459999998,"(40.7223073, -73.8441346)",70 ROAD                         ,108 STREET                      ,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,266916,PASSENGER VEHICLE,,,,,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2013,9,6,0.3,70,3
2013-10-25,17:45,BRONX,10467.0,40.8801218,-73.8817567,"(40.8801218, -73.8817567)",KOSSUTH AVENUE                  ,EAST 210 STREET                 ,,1,0,1,0,0,0,0,0,Unspecified,,,,,112579,UNKNOWN,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,10,4,0.3,70,0
2013-11-28,13:00,BROOKLYN,11230.0,40.6224835,-73.96372159999999,"(40.6224835, -73.9637216)",EAST 12 STREET                  ,AVENUE K                        ,,1,0,0,0,1,0,0,0,Passenger Distraction,Unspecified,,,,151556,SPORT UTILITY / STATION WAGON,BICYCLE,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,11,3,0.3,70,1
2013-05-11,21:40,BRONX,10463.0,40.8777065,-73.90565620000002,"(40.8777065, -73.9056562)",KIMBERLY PLACE                  ,BROADWAY                        ,,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,108206,PASSENGER VEHICLE,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,5,5,0.3,70,1
2016-11-20,1:11,QUEENS,11419.0,40.6868002,-73.82638,"(40.6868002, -73.82638)",,,103-40    117 STREET                    ,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3563742,SPORT UTILITY / STATION WAGON,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2016,11,6,0.3,70,1
2015-08-26,17:17,BROOKLYN,11209.0,40.6221237,-74.02722940000002,"(40.6221237, -74.0272294)",,,453 86 STREET                           ,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3284709,PASSENGER VEHICLE,,,,,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,2015,8,2,0.3,70,4
2017-12-22,18:20,BRONX,10467.0,40.877903,-73.86655,"(40.877903, -73.86655)",,,3517      WHITE PLAINS ROAD             ,1,0,1,0,0,0,0,0,Unspecified,,,,,3818690,PASSENGER VEHICLE,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,12,4,0.3,70,0
2016-03-21,12:57,BROOKLYN,11235.0,40.5793927,-73.9629818,"(40.5793927, -73.9629818)",                                ,                                ,502 OCEANVIEW AVENUE                    ,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3414513,PASSENGER VEHICLE,BICYCLE,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2016,3,0,0.3,70,1
2014-07-21,15:02,BRONX,10461.0,40.8449798,-73.84554229999998,"(40.8449798, -73.8455423)",EASTCHESTER ROAD                ,JARRETT PLACE                   ,,1,0,1,0,0,0,0,0,Unspecified,,,,,996296,SPORT UTILITY / STATION WAGON,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,7,0,0.3,70,0
2017-12-15,19:20,BROOKLYN,11208.0,40.67395,-73.872925,"(40.67395, -73.872925)",,,967       BELMONT AVENUE                ,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3812484,SPORT UTILITY / STATION WAGON,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2017,12,4,0.3,70,2
2017-12-23,17:00,QUEENS,11104.0,40.743263,-73.91964,"(40.743263, -73.91964)",45 STREET                       ,QUEENS BOULEVARD,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3816000,SPORT UTILITY / STATION WAGON,,,,,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,2017,12,5,0.3,70,6
2018-01-13,19:35,,,40.82923,-73.87550999999998,"(40.82923, -73.87551)",WESTCHESTER AVENUE              ,,,1,0,1,0,0,0,0,0,Unspecified,,,,,3828634,SPORT UTILITY / STATION WAGON,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2018,1,5,0.3,70,1
2018-01-27,23:30,,,40.83349000000001,-73.86138000000003,"(40.83349, -73.86138)",VIRGINIA AVENUE                 ,GRANT CIRCLE,,1,0,1,0,0,0,0,0,Aggressive Driving/Road Rage,,,,,3836418,PASSENGER VEHICLE,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2018,1,5,0.3,70,2
2017-09-29,17:35,,,40.576767,-73.98342,"(40.576767, -73.98342)",MERMAID AVENUE                  ,,,1,0,0,0,1,0,0,0,Glare,Unspecified,,,,3761509,BICYCLE,SPORT UTILITY / STATION WAGON,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017,9,4,0.3,70,0
2017-09-23,8:00,BRONX,10466.0,40.887096,-73.86086999999998,"(40.887096, -73.86087)",WHITE PLAINS ROAD               ,EAST 224 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3756019,PASSENGER VEHICLE,BICYCLE,,,,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,2017,9,5,0.3,70,5
2016-06-24,12:00,QUEENS,11417.0,40.6810203,-73.8460843,"(40.6810203, -73.8460843)",                                ,                                ,93-10 ROCKAWAY BOULEVARD                ,1,0,1,0,0,0,0,0,Unspecified,,,,,3467833,PASSENGER VEHICLE,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2016,6,4,0.3,70,2
2013-12-26,1:40,BRONX,10460.0,40.8370652,-73.8868204,"(40.8370652, -73.8868204)",HOE AVENUE                      ,EAST 174 STREET                 ,,1,0,1,0,0,0,0,0,Unspecified,,,,,80473,OTHER,,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2013,12,3,0.3,70,3
2017-12-22,11:58,BROOKLYN,11230.0,40.618427,-73.956245,"(40.618427, -73.956245)",EAST 19 STREET                  ,AVENUE M,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3816038,SPORT UTILITY / STATION WAGON,,,,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2017,12,4,0.3,70,3
2017-09-06,21:00,,,40.632607,-73.91866999999998,"(40.632607, -73.91867)",RALPH AVENUE                    ,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3744985,PASSENGER VEHICLE,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2017,9,2,0.3,70,2
